"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL259223";"MENATETRENONE";"3";"444.66";"1";"8.92";"vitamin K2";"CC(=CCC\C(=C\CC\C(=C\CC\C(=C\CC1=C(C)C(=O)c2ccccc2C1=O)\C)\C)\C)C";"IC50";"'='";"18000";"nM";"4.75";"";"";"UO_0000065";"10.67";"0.2";"-4.18";"13.9";"False";"CHEMBL1119971";"Inhibition of Trypanosoma cruzi cruzaine preincubated for 5 mins before substrate addition by fluorescence assay in absence of Triton X-100";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1155470";"1";"Scientific Literature";"J. Med. Chem.";"2010";""
"CHEMBL347459";"";"0";"609.79";"2";"5.97";"16e";"O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCc2ccccc2)C(=O)CSCCCc3ccccc3)OCc4cccnc4";"Ki";"'='";"0.9";"nM";"9.05";"";"";"UO_0000065";"14.83";"0.28";"3.08";"9.29";"False";"CHEMBL664070";"Inhibitory activity against cruzain, the major cysteine protease found in Trypanosoma cruzi";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135707";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL352168";"";"0";"513.7";"1";"4.94";"16l";"CC(C)C[C@H](NC(=O)OCc1cccnc1)C(=O)N[C@@H](CCc2ccccc2)C(=O)CSC(C)(C)C";"Ki";"'='";"2";"nM";"8.7";"";"";"UO_0000065";"16.93";"0.33";"3.76";"8.93";"False";"CHEMBL664070";"Inhibitory activity against cruzain, the major cysteine protease found in Trypanosoma cruzi";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135707";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL333636";"";"0";"175.19";"0";"1.44";"5,7-Dimethylisatin";"Cc1cc(C)c2NC(=O)C(=O)c2c1";"IC50";"'>>'";"10000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL812106";"Inhibitory activity against the Trypanosoma cruzi cysteine protease cruzain";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1145878";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL117447";"PHENYL ISATIN";"0";"223.23";"0";"2.55";"1-Phenylisatin";"O=C1N(c2ccccc2)c3ccccc3C1=O";"IC50";"'>>'";"10000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL812106";"Inhibitory activity against the Trypanosoma cruzi cysteine protease cruzain";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1145878";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL103238";"";"0";"594.78";"2";"6.19";"10s";"O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)CSCCCc3ccccc3)OCc4ccccc4";"Ki";"'='";"2";"nM";"8.7";"";"";"UO_0000065";"14.63";"0.28";"2.51";"10.29";"True";"CHEMBL664070";"Inhibitory activity against cruzain, the major cysteine protease found in Trypanosoma cruzi";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135707";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL43064";"CINNARIZINE";"4";"368.52";"1";"5.11";"cinnarizine";"C(\C=C\c1ccccc1)N2CCN(CC2)C(c3ccccc3)c4ccccc4";"IC50";"'>'";"300000";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1119972";"Inhibition of Trypanosoma cruzi cruzaine preincubated for 5 mins before substrate addition by fluorescence assay in presence of 0.01% Triton X-100";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1155470";"1";"Scientific Literature";"J. Med. Chem.";"2010";""
"CHEMBL120076";"";"0";"301.73";"0";"3.08";"3j";"COc1cccc(CN2C(=O)C(=O)c3cc(Cl)ccc23)c1";"IC50";"'>>'";"10000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL805131";"Inhibitory activity against Trypanosoma brucei rhodesiense cysteine protease rhodesain";"B";"BAO_0000357";"single protein format";"Trypanosoma brucei rhodesiense";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1145878";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL120254";"";"0";"265.25";"0";"2.11";"2g";"NC(=S)\N=N\c1c(O)[nH]c2ccc(cc12)[N+](=O)[O-]";"IC50";"'='";"17000";"nM";"4.77";"";"";"UO_0000065";"17.98";"0.36";"2.66";"3.67";"False";"CHEMBL805131";"Inhibitory activity against Trypanosoma brucei rhodesiense cysteine protease rhodesain";"B";"BAO_0000357";"single protein format";"Trypanosoma brucei rhodesiense";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1145878";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL159089";"";"0";"544.72";"2";"5.5";"10e";"O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)CSC3CCCC3)OCc4ccccc4";"Ki";"'='";"34.3";"nM";"7.46";"";"";"UO_0000065";"13.7";"0.26";"1.96";"8.83";"True";"CHEMBL664070";"Inhibitory activity against cruzain, the major cysteine protease found in Trypanosoma cruzi";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135707";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL326220";"";"0";"355.31";"0";"2.71";"4d";"CN1CCN(CC1)\C(=N\N=C(/C)\c2cccc(Br)c2)\S";"IC50";"'='";"5000";"nM";"5.3";"";"";"UO_0000065";"14.92";"0.36";"2.59";"16.99";"False";"CHEMBL664074";"Inhibition of cruzain from Trypanosoma cruzi";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1148328";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL92375";"";"0";"225.29";"0";"2.18";"2c";"CC\C(=N/N=C(/N)\S)\c1cccc(F)c1";"IC50";"'>'";"10000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL660279";"Inhibitory activity against Trypanosoma cruzi cathepsin L-like protease (cruzain) was determined using purified recombinant protein";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135476";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL460048";"";"0";"237.24";"0";"-0.37";"2";"NC(=S)N\N=C\c1ccc2no[n+]([O-])c2c1";"IC50";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL944236";"Inhibition of Trypanosoma cruzi Tulahuen 2 epimastigote cruzipain by spectrophotometry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1157518";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";""
"CHEMBL119756";"";"0";"238.25";"0";"2.34";"2c";"NC(=S)\N=N\c1c(O)[nH]c2ccc(F)cc12";"IC50";"'='";"15000";"nM";"4.82";"";"";"UO_0000065";"20.25";"0.41";"2.48";"5.56";"False";"CHEMBL805131";"Inhibitory activity against Trypanosoma brucei rhodesiense cysteine protease rhodesain";"B";"BAO_0000357";"single protein format";"Trypanosoma brucei rhodesiense";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1145878";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL328234";"";"0";"362.3";"0";"4.96";"5a analogue";"CC\C(=N/N=C(\S)/Nc1ccccc1)\c2cccc(Br)c2";"IC50";"'>'";"10000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL660279";"Inhibitory activity against Trypanosoma cruzi cathepsin L-like protease (cruzain) was determined using purified recombinant protein";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135476";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL1083993";"AMIODARONE HYDROCHLORIDE";"4";"681.78";"2";"6.94";"amiodarone HCl";"Cl.CCCCc1oc2ccccc2c1C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3";"IC50";"'='";"4000";"nM";"5.4";"";"";"UO_0000065";"8.36";"0.24";"-1.54";"12.65";"False";"CHEMBL1119971";"Inhibition of Trypanosoma cruzi cruzaine preincubated for 5 mins before substrate addition by fluorescence assay in absence of Triton X-100";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1155470";"1";"Scientific Literature";"J. Med. Chem.";"2010";""
"CHEMBL39723";"";"0";"349.39";"0";"3.08";"126";"CN(C)c1ccc(\C=N\NC(=O)c2ccc(O)c(O)c2)c3ccccc13";"IC50";"'='";"61659500186148.1";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL664073";"Inhibition of cruzain, the major cysteine protease from Trypanosoma cruzi";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135945";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";""
"CHEMBL603089";"";"0";"557.59";"2";"6.03";"3e";"CCC(C(=O)COc1c(F)c(F)cc(F)c1F)n2cc(nn2)[C@](C)(CC(C)C)NCc3ccc4ncccc4c3";"Ki";"'='";"190";"nM";"6.72";"";"";"UO_0000065";"12.05";"0.23";"0.69";"8.2";"False";"CHEMBL1065731";"Inhibition of Trypanosoma cruzi cruzain";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1156871";"1";"Scientific Literature";"J. Med. Chem.";"2010";""
"CHEMBL567147";"";"0";"298.33";"0";"2.98";"24";"Fc1ccc(Nc2nc(NC3CCCC3)nc(n2)C#N)cc1";"IC50";"'='";"30";"nM";"7.52";"";"";"UO_0000065";"25.22";"0.47";"4.54";"8.69";"False";"CHEMBL1048802";"Inhibition of recombinant Trypanosoma cruzi cruzain after 5 mins by spectrofluorimetric analysis";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1156759";"1";"Scientific Literature";"J. Med. Chem.";"2010";""
"CHEMBL576648";"";"0";"294.36";"0";"3.15";"25";"Cc1cccc(Nc2nc(NC3CCCC3)nc(n2)C#N)c1";"IC50";"'='";"30";"nM";"7.52";"";"";"UO_0000065";"25.56";"0.47";"4.37";"8.69";"False";"CHEMBL1048802";"Inhibition of recombinant Trypanosoma cruzi cruzain after 5 mins by spectrofluorimetric analysis";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1156759";"1";"Scientific Literature";"J. Med. Chem.";"2010";""
"CHEMBL43064";"CINNARIZINE";"4";"368.52";"1";"5.11";"cinnarizine";"C(\C=C\c1ccccc1)N2CCN(CC2)C(c3ccccc3)c4ccccc4";"IC50";"'='";"124000";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1119971";"Inhibition of Trypanosoma cruzi cruzaine preincubated for 5 mins before substrate addition by fluorescence assay in absence of Triton X-100";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1155470";"1";"Scientific Literature";"J. Med. Chem.";"2010";""
"CHEMBL405110";"METHYLTHIONINIUM CHLORIDE";"0";"319.86";"0";"2.5";"methylene blue";"[Cl-].CN(C)c1ccc2N=C3C=CC(=[N+](C)C)C=C3Sc2c1";"IC50";"'='";"55000";"nM";"4.26";"";"";"UO_0000065";"14.98";"0.29";"1.76";"22.26";"False";"CHEMBL1119971";"Inhibition of Trypanosoma cruzi cruzaine preincubated for 5 mins before substrate addition by fluorescence assay in absence of Triton X-100";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1155470";"1";"Scientific Literature";"J. Med. Chem.";"2010";""
"CHEMBL118305";"5-NITROISATIN";"0";"192.13";"0";"0.73";"5-Nitroisatin";"[O-][N+](=O)c1ccc2NC(=O)C(=O)c2c1";"IC50";"'>>'";"10000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL812106";"Inhibitory activity against the Trypanosoma cruzi cysteine protease cruzain";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1145878";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL118830";"";"0";"251.24";"0";"2.06";"3c";"O=C(N1C(=O)C(=O)c2ccccc12)c3ccccc3";"IC50";"'>>'";"10000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL812106";"Inhibitory activity against the Trypanosoma cruzi cysteine protease cruzain";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1145878";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL117767";"";"0";"327.38";"0";"4.39";"3h";"Cc1ccc2N(Cc3ccccc3c4ccccc4)C(=O)C(=O)c2c1";"IC50";"'>>'";"10000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL805131";"Inhibitory activity against Trypanosoma brucei rhodesiense cysteine protease rhodesain";"B";"BAO_0000357";"single protein format";"Trypanosoma brucei rhodesiense";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1145878";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL158629";"";"0";"521.68";"1";"2.43";"12c";"CCOC(=O)CCSCC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)N2CCOCC2";"Ki";"'='";"69.6";"nM";"7.16";"";"";"UO_0000065";"13.72";"0.27";"4.73";"6.28";"True";"CHEMBL664070";"Inhibitory activity against cruzain, the major cysteine protease found in Trypanosoma cruzi";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135707";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL324722";"";"0";"281.31";"0";"2.73";"3g";"COc1cccc(CN2C(=O)C(=O)c3cc(C)ccc23)c1";"IC50";"'='";"2000";"nM";"5.7";"";"";"UO_0000065";"20.26";"0.37";"2.97";"12.23";"False";"CHEMBL812106";"Inhibitory activity against the Trypanosoma cruzi cysteine protease cruzain";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1145878";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL1231476";"PINACOL(PHENYLMETHANESULFONYLAMINO)METHANEBORONATE";"0";"229.07";"";"";"4";"OB(O)CNS(=O)(=O)Cc1ccccc1";"IC50";"'>'";"500000";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1285322";"Inhibition of Trypanosoma cruzi cruzaine";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1275363";"1";"Scientific Literature";"J. Med. Chem.";"2010";""
"CHEMBL454688";"";"0";"511.69";"1";"4.43";"5";"CC(C)C[C@@H]1N[C@H](CCCCC[C@H](NC1=O)\C=C\S(=O)(=O)c2ccccc2)C(=O)Nc3ccccc3";"IC50";"'='";"2000";"nM";"5.7";"";"";"UO_0000065";"11.14";"0.22";"1.27";"5.46";"False";"CHEMBL961600";"Inhibition of Trypanosoma cruzi recombinant cruzain by fluorescence technique";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1151778";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";""
"CHEMBL119756";"";"0";"238.25";"0";"2.34";"2c";"NC(=S)\N=N\c1c(O)[nH]c2ccc(F)cc12";"IC50";"'='";"30000";"nM";"4.52";"";"";"UO_0000065";"18.98";"0.39";"2.18";"5.21";"False";"CHEMBL812106";"Inhibitory activity against the Trypanosoma cruzi cysteine protease cruzain";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1145878";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
