"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL1334123";"";"0";"270.31";"0";"3.28";"SID24779080";"Oc1ccc(cc1O)c2csc(n2)c3cccnc3";"IC50";"'>'";"59642";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614088";"PUBCHEM_BIOASSAY: QFRET-based counterscreen for inhibitors of PFM18AAP: biochemical high throughput dose response assay for inhibitors of the Cathepsin L proteinase (CTSL1). (Class of assay: confirmatory) [Related pubchem assays: 2178 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";""
"CHEMBL1587839";"";"0";"272.1";"0";"2.36";"SID49826945";"Clc1ccc(Cl)c(NC(=O)Nn2cnnc2)c1";"IC50";"'>'";"59642";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614088";"PUBCHEM_BIOASSAY: QFRET-based counterscreen for inhibitors of PFM18AAP: biochemical high throughput dose response assay for inhibitors of the Cathepsin L proteinase (CTSL1). (Class of assay: confirmatory) [Related pubchem assays: 2178 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";""
"CHEMBL1407847";"";"0";"345.3";"0";"3.26";"SID4242252";"Cc1csc(NC(=O)NC2(Oc3ccccc3O2)C(F)(F)F)n1";"IC50";"'>'";"59642";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614088";"PUBCHEM_BIOASSAY: QFRET-based counterscreen for inhibitors of PFM18AAP: biochemical high throughput dose response assay for inhibitors of the Cathepsin L proteinase (CTSL1). (Class of assay: confirmatory) [Related pubchem assays: 2178 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";""
"CHEMBL1446802";"";"0";"330.3";"0";"-0.15";"SID865622";"Cc1c(cnn1C)C(=O)c2no[n+]([O-])c2C(=O)c3cnn(C)c3C";"IC50";"'>'";"59642";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614088";"PUBCHEM_BIOASSAY: QFRET-based counterscreen for inhibitors of PFM18AAP: biochemical high throughput dose response assay for inhibitors of the Cathepsin L proteinase (CTSL1). (Class of assay: confirmatory) [Related pubchem assays: 2178 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";""
"CHEMBL3195950";"";"0";"204.19";"0";"0.57";"SID49679463";"Oc1ccc(\C=N\n2cncn2)cc1O";"IC50";"'>'";"59642";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614088";"PUBCHEM_BIOASSAY: QFRET-based counterscreen for inhibitors of PFM18AAP: biochemical high throughput dose response assay for inhibitors of the Cathepsin L proteinase (CTSL1). (Class of assay: confirmatory) [Related pubchem assays: 2178 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";""
"CHEMBL1472465";"";"0";"278.23";"0";"0.97";"SID49823793";"COc1cc(ccc1NC(=O)Nn2cnnc2)[N+](=O)[O-]";"IC50";"'>'";"59642";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614088";"PUBCHEM_BIOASSAY: QFRET-based counterscreen for inhibitors of PFM18AAP: biochemical high throughput dose response assay for inhibitors of the Cathepsin L proteinase (CTSL1). (Class of assay: confirmatory) [Related pubchem assays: 2178 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";""
"CHEMBL3143390";"";"0";"869.11";"2";"3.87";"6";"NC(=N)NCCC[C@@H](NC(=O)[C@H](CS)NC(=O)Cc1ccc(cc1)c2ccccc2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc4ccccc4)C(=O)NCCc5ccccc5";"Ki";"'='";"21";"nM";"7.68";"";"";"UO_0000065";"8.83";"0.17";"3.81";"3.7";"False";"CHEMBL660652";"Inhibitory activity against human Cathepsin L";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135661";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL3143396";"";"0";"865.09";"2";"4.53";"10";"CCC[C@H](NC(=O)Cc1ccc(cc1)c2ccccc2)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc4ccccc4)C(=O)NCCc5ccccc5";"Ki";"'='";"490";"nM";"6.31";"";"";"UO_0000065";"7.29";"0.13";"1.78";"3.01";"False";"CHEMBL660652";"Inhibitory activity against human Cathepsin L";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135661";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL3143391";"";"0";"764.95";"2";"2";"4";"NC(=N)NCCC[C@@H](NC(=O)[C@H](CS)NC(=O)Cc1ccc(cc1)c2ccccc2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc4ccccc4)C(=O)N";"Ki";"'='";"170";"nM";"6.77";"";"";"UO_0000065";"8.85";"0.17";"4.77";"3.06";"False";"CHEMBL660652";"Inhibitory activity against human Cathepsin L";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135661";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL3143389";"";"0";"897.16";"2";"4.49";"8";"CSC[C@@H](NC(=O)Cc1ccc(cc1)c2ccccc2)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc4ccccc4)C(=O)NCCCc5ccccc5";"Ki";"'='";"210";"nM";"6.68";"";"";"UO_0000065";"7.44";"0.14";"2.19";"3.18";"False";"CHEMBL660652";"Inhibitory activity against human Cathepsin L";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135661";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL480381";"";"0";"493.63";"0";"2.38";"16";"CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)CC)cc3";"Ki";"'='";"17000";"nM";"4.77";"";"";"UO_0000065";"9.66";"0.19";"2.39";"3.65";"False";"CHEMBL1030545";"Inhibition of human cathepsin L by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143346";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";""
"CHEMBL479460";"";"0";"509.63";"1";"2";"26";"CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)C)cc3OC";"Ki";"'='";"29000";"nM";"4.54";"";"";"UO_0000065";"8.9";"0.18";"2.54";"3.24";"False";"CHEMBL1030545";"Inhibition of human cathepsin L by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143346";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";""
"CHEMBL475269";"";"0";"571.7";"1";"3.43";"41";"CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4ccc(OC)cc4)cc3";"Ki";"'='";"11000";"nM";"4.96";"";"";"UO_0000065";"8.67";"0.17";"1.53";"3.54";"False";"CHEMBL1030545";"Inhibition of human cathepsin L by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143346";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";""
"CHEMBL282602";"";"0";"459.5";"0";"2.54";"13";"O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H]2[C@@H](NC2=O)Oc3ccccc3)OCc4ccccc4";"IC50";"'='";"17";"nM";"7.77";"";"";"UO_0000065";"16.91";"0.31";"5.23";"7.35";"False";"CHEMBL660772";"Inhibition of recombinant human Cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136415";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL274120";"";"0";"98.15";"0";"0.81";"14";"CCN(CC)C#N";"IC50";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL661684";"Inhibitory activity tested against Human Cathepsin L using Z-Phe-Arg-pNA as substrate";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134467";"1";"Scientific Literature";"J. Med. Chem.";"2001";""
"CHEMBL284984";"";"0";"473.53";"0";"2.68";"12";"O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H]2[C@@H](NC2=O)OCc3ccccc3)OCc4ccccc4";"IC50";"'='";"3960";"nM";"5.4";"";"";"UO_0000065";"11.41";"0.21";"2.72";"5.11";"False";"CHEMBL660772";"Inhibition of recombinant human Cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136415";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL428390";"";"0";"527.63";"1";"4.97";"12";"CC(C)[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC2CCCCC2)CC(=O)N3CCOCC3";"Ki";"'='";"193";"nM";"6.71";"";"";"UO_0000065";"12.73";"0.25";"1.74";"8.4";"False";"CHEMBL906353";"Inhibition of cathepsin L";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139902";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";""
"CHEMBL171998";"";"0";"549.72";"2";"6.83";"2";"CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](CNc2ccc(cc2)c3ccccc3)Cc4ccccc4";"Ki";"'='";"32";"nM";"7.5";"";"";"UO_0000065";"13.63";"0.25";"0.66";"9.43";"False";"CHEMBL660654";"Inhibitory activity against recombinant human cathepsin L";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146716";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";""
"CHEMBL209215";"";"0";"548.52";"1";"4.83";"13k";"CCC[C@H](NC(=O)C1(CCCCC1)NC(=O)c2ccc(OC(F)(F)F)cc2)C(=O)c3oc(nn3)c4occc4";"Ki";"'='";"1000";"nM";"6";"";"";"UO_0000065";"10.94";"0.21";"1.17";"4.39";"True";"CHEMBL863024";"Inhibition of human cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148670";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";""
"CHEMBL209293";"";"0";"507.59";"1";"4";"16b";"CCC[C@H](NC(=O)C1(CCCCC1)NC(=O)c2ccc(cc2)N(C)C)C(=O)c3oc(nn3)c4occc4";"Ki";"'='";"960";"nM";"6.02";"";"";"UO_0000065";"11.86";"0.22";"2.02";"4.61";"False";"CHEMBL863024";"Inhibition of human cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148670";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";""
"CHEMBL207347";"";"0";"467.52";"0";"4.2";"22";"CCC[C@H](NC(=O)[C@H](CC(C)C)C(=O)OCc1ccccc1)C(=O)c2oc(nn2)c3occc3";"Ki";"'='";"1";"nM";"9";"";"";"UO_0000065";"19.25";"0.36";"4.8";"7.23";"False";"CHEMBL863024";"Inhibition of human cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148670";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";""
"CHEMBL398553";"";"0";"501.48";"1";"3.31";"14";"Fc1cccc(CS(=O)(=O)C[C@H](N[C@@H](c2ccccc2)C(F)(F)F)C(=O)NC3(CC3)C#N)c1F";"IC50";"'='";"105";"nM";"6.98";"";"";"UO_0000065";"13.92";"0.28";"3.67";"7.05";"False";"CHEMBL923078";"Inhibition of human cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140679";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";""
"CHEMBL443319";"";"0";"520.36";"1";"4.2";"24";"FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)c1ccc(Cl)c(Cl)c1)C(=O)NC2(CC2)C#N)c3ccccc3";"IC50";"'='";"24";"nM";"7.62";"";"";"UO_0000065";"14.64";"0.32";"3.42";"7.69";"False";"CHEMBL923078";"Inhibition of human cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140679";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";""
"CHEMBL249915";"";"0";"407.39";"0";"1.6";"6";"CS(=O)(=O)C[C@H](N[C@@H](c1ccc(F)cc1)C(F)(F)F)C(=O)NC2(CC2)C#N";"IC50";"'='";"1013";"nM";"5.99";"";"";"UO_0000065";"14.71";"0.3";"4.39";"6.05";"False";"CHEMBL923078";"Inhibition of human cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140679";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";""
"CHEMBL251117";"";"0";"538.35";"1";"4.34";"25";"Fc1ccc(cc1)[C@H](N[C@@H](CS(=O)(=O)c2ccc(Cl)c(Cl)c2)C(=O)NC3(CC3)C#N)C(F)(F)F";"IC50";"'='";"41";"nM";"7.39";"";"";"UO_0000065";"13.72";"0.3";"3.05";"7.46";"False";"CHEMBL923078";"Inhibition of human cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140679";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";""
"CHEMBL250919";"";"0";"508.55";"1";"3.5";"23";"FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)c1nc2ccccc2s1)C(=O)NC3(CC3)C#N)c4ccccc4";"IC50";"'='";"114";"nM";"6.94";"";"";"UO_0000065";"13.65";"0.28";"3.44";"6.2";"False";"CHEMBL923078";"Inhibition of human cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140679";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";""
"CHEMBL251114";"";"0";"487.45";"0";"3.17";"19";"Fc1ccc(cc1)[C@H](N[C@@H](CS(=O)(=O)c2ccc(F)cc2)C(=O)NC3(CC3)C#N)C(F)(F)F";"IC50";"'='";"22";"nM";"7.66";"";"";"UO_0000065";"15.71";"0.32";"4.49";"7.73";"False";"CHEMBL923078";"Inhibition of human cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140679";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";""
"CHEMBL8577";"";"0";"215.26";"0";"0.83";"18";"O=C(NCC1CN(C1)C#N)c2ccccc2";"IC50";"'='";"650";"nM";"6.19";"";"";"UO_0000065";"28.74";"0.53";"5.36";"11.02";"False";"CHEMBL661684";"Inhibitory activity tested against Human Cathepsin L using Z-Phe-Arg-pNA as substrate";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134467";"1";"Scientific Literature";"J. Med. Chem.";"2001";""
"CHEMBL479603";"";"0";"483.62";"1";"5.49";"11q";"CC(=O)N1CCC(=CC1)c2ccc(OCc3cc4cnc(nc4n3CCC5CCCCC5)C#N)cc2";"IC50";"'>'";"1000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1009450";"Inhibition of human recombinant cathepsin L by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155066";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";""
"CHEMBL481169";"";"0";"431.54";"1";"5.2";"11n";"CCC(=O)Nc1ccc(OCc2cc3cnc(nc3n2CCC4CCCCC4)C#N)cc1";"IC50";"'>'";"4000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1009450";"Inhibition of human recombinant cathepsin L by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155066";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";""
"CHEMBL461619";"";"0";"522.6";"1";"4.77";"7g";"CC(=O)N1CCN(CC1)c2ccc(OCc3cc4cnc(nc4n3CCC5CCC(F)(F)CC5)C#N)cc2";"IC50";"'='";"6200";"nM";"5.21";"";"";"UO_0000065";"9.96";"0.19";"0.44";"5.97";"False";"CHEMBL967035";"Inhibition of human recombinant cathepsin L by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140079";"1";"Scientific Literature";"J. Med. Chem.";"2008";""
