"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL282602";"";"0";"459.5";"0";"2.54";"13";"O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H]2[C@@H](NC2=O)Oc3ccccc3)OCc4ccccc4";"IC50";"'='";"17";"nM";"7.77";"";"";"UO_0000065";"16.91";"0.31";"5.23";"7.35";"False";"CHEMBL660772";"Inhibition of recombinant human Cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136415";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL274120";"";"0";"98.15";"0";"0.81";"14";"CCN(CC)C#N";"IC50";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL661684";"Inhibitory activity tested against Human Cathepsin L using Z-Phe-Arg-pNA as substrate";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134467";"1";"Scientific Literature";"J. Med. Chem.";"2001";""
"CHEMBL284984";"";"0";"473.53";"0";"2.68";"12";"O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H]2[C@@H](NC2=O)OCc3ccccc3)OCc4ccccc4";"IC50";"'='";"3960";"nM";"5.4";"";"";"UO_0000065";"11.41";"0.21";"2.72";"5.11";"False";"CHEMBL660772";"Inhibition of recombinant human Cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136415";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL398553";"";"0";"501.48";"1";"3.31";"14";"Fc1cccc(CS(=O)(=O)C[C@H](N[C@@H](c2ccccc2)C(F)(F)F)C(=O)NC3(CC3)C#N)c1F";"IC50";"'='";"105";"nM";"6.98";"";"";"UO_0000065";"13.92";"0.28";"3.67";"7.05";"False";"CHEMBL923078";"Inhibition of human cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140679";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";""
"CHEMBL443319";"";"0";"520.36";"1";"4.2";"24";"FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)c1ccc(Cl)c(Cl)c1)C(=O)NC2(CC2)C#N)c3ccccc3";"IC50";"'='";"24";"nM";"7.62";"";"";"UO_0000065";"14.64";"0.32";"3.42";"7.69";"False";"CHEMBL923078";"Inhibition of human cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140679";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";""
"CHEMBL249915";"";"0";"407.39";"0";"1.6";"6";"CS(=O)(=O)C[C@H](N[C@@H](c1ccc(F)cc1)C(F)(F)F)C(=O)NC2(CC2)C#N";"IC50";"'='";"1013";"nM";"5.99";"";"";"UO_0000065";"14.71";"0.3";"4.39";"6.05";"False";"CHEMBL923078";"Inhibition of human cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140679";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";""
"CHEMBL251117";"";"0";"538.35";"1";"4.34";"25";"Fc1ccc(cc1)[C@H](N[C@@H](CS(=O)(=O)c2ccc(Cl)c(Cl)c2)C(=O)NC3(CC3)C#N)C(F)(F)F";"IC50";"'='";"41";"nM";"7.39";"";"";"UO_0000065";"13.72";"0.3";"3.05";"7.46";"False";"CHEMBL923078";"Inhibition of human cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140679";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";""
"CHEMBL250919";"";"0";"508.55";"1";"3.5";"23";"FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)c1nc2ccccc2s1)C(=O)NC3(CC3)C#N)c4ccccc4";"IC50";"'='";"114";"nM";"6.94";"";"";"UO_0000065";"13.65";"0.28";"3.44";"6.2";"False";"CHEMBL923078";"Inhibition of human cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140679";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";""
"CHEMBL251114";"";"0";"487.45";"0";"3.17";"19";"Fc1ccc(cc1)[C@H](N[C@@H](CS(=O)(=O)c2ccc(F)cc2)C(=O)NC3(CC3)C#N)C(F)(F)F";"IC50";"'='";"22";"nM";"7.66";"";"";"UO_0000065";"15.71";"0.32";"4.49";"7.73";"False";"CHEMBL923078";"Inhibition of human cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140679";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";""
"CHEMBL8577";"";"0";"215.26";"0";"0.83";"18";"O=C(NCC1CN(C1)C#N)c2ccccc2";"IC50";"'='";"650";"nM";"6.19";"";"";"UO_0000065";"28.74";"0.53";"5.36";"11.02";"False";"CHEMBL661684";"Inhibitory activity tested against Human Cathepsin L using Z-Phe-Arg-pNA as substrate";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134467";"1";"Scientific Literature";"J. Med. Chem.";"2001";""
"CHEMBL479603";"";"0";"483.62";"1";"5.49";"11q";"CC(=O)N1CCC(=CC1)c2ccc(OCc3cc4cnc(nc4n3CCC5CCCCC5)C#N)cc2";"IC50";"'>'";"1000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1009450";"Inhibition of human recombinant cathepsin L by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155066";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";""
"CHEMBL481169";"";"0";"431.54";"1";"5.2";"11n";"CCC(=O)Nc1ccc(OCc2cc3cnc(nc3n2CCC4CCCCC4)C#N)cc1";"IC50";"'>'";"4000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1009450";"Inhibition of human recombinant cathepsin L by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155066";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";""
"CHEMBL461619";"";"0";"522.6";"1";"4.77";"7g";"CC(=O)N1CCN(CC1)c2ccc(OCc3cc4cnc(nc4n3CCC5CCC(F)(F)CC5)C#N)cc2";"IC50";"'='";"6200";"nM";"5.21";"";"";"UO_0000065";"9.96";"0.19";"0.44";"5.97";"False";"CHEMBL967035";"Inhibition of human recombinant cathepsin L by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140079";"1";"Scientific Literature";"J. Med. Chem.";"2008";""
"CHEMBL494517";"";"0";"504.61";"1";"4.66";"7a";"CC(=O)N1CCN(CC1)c2ccc(OCc3cc4cnc(nc4n3CCC5CCCCC5)C#N)c(F)c2";"IC50";"'='";"6800";"nM";"5.17";"";"";"UO_0000065";"10.24";"0.19";"0.51";"5.92";"False";"CHEMBL967035";"Inhibition of human recombinant cathepsin L by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140079";"1";"Scientific Literature";"J. Med. Chem.";"2008";""
"CHEMBL521904";"";"0";"398.47";"0";"3.67";"3ab";"Cc1ccccc1c2cccc(CNc3nc(nc4c3ncn4CCCO)C#N)c2";"IC50";"'='";"1100";"nM";"5.96";"";"";"UO_0000065";"14.95";"0.27";"2.29";"5.98";"False";"CHEMBL1062952";"Inhibition of human liver cathepsin L";"B";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155239";"1";"Scientific Literature";"J. Med. Chem.";"2009";""
"CHEMBL527883";"";"0";"395.47";"0";"1.52";"6";"CC(C)(C)Cn1c(CN2C(=O)NC3(CCNCC3)C2=O)cc4cnc(nc14)C#N";"IC50";"'>'";"1000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL977359";"Inhibition of human recombinant cathepsin L by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140037";"1";"Scientific Literature";"J. Med. Chem.";"2008";""
"CHEMBL461945";"";"0";"336.27";"0";"2.14";"21";"Fc1nc(F)c(F)c(N2C(=O)C3=C(CCCC3)S2(=O)=O)c1F";"IC50";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL969702";"Inhibition of human cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139421";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";""
"CHEMBL456757";"";"0";"497.6";"1";"5.67";"10a";"COc1cc(NC(=O)c2cnc(nc2NCC3CCC4(CC3)CC4)C#N)c(cc1OC)c5ccccc5";"IC50";"'>'";"3000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL997030";"Inhibition of human recombinant cathepsin L by fluorometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156562";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";""
"CHEMBL452826";"";"0";"458.57";"0";"3.53";"8";"COc1ccc2N(Cc3cc4cnc(nc4n3CC(C)(C)C)C#N)C(=O)C5(CCNCC5)c2c1";"IC50";"'>'";"1000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL977359";"Inhibition of human recombinant cathepsin L by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140037";"1";"Scientific Literature";"J. Med. Chem.";"2008";""
"CHEMBL528104";"";"0";"395.47";"0";"1.52";"4";"CC(C)(C)Cn1c(CN2CCC3(CC2)NC(=O)NC3=O)cc4cnc(nc14)C#N";"IC50";"'>'";"1000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL977359";"Inhibition of human recombinant cathepsin L by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140037";"1";"Scientific Literature";"J. Med. Chem.";"2008";""
"CHEMBL488859";"";"0";"437.55";"0";"2.65";"3";"CCCN1C(=O)NC2(CCN(Cc3cc4cnc(nc4n3CC(C)(C)C)C#N)CC2)C1=O";"IC50";"'>'";"1000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL977359";"Inhibition of human recombinant cathepsin L by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140037";"1";"Scientific Literature";"J. Med. Chem.";"2008";""
"CHEMBL518500";"";"0";"332.23";"0";"1.99";"26";"Fc1nc(F)c(F)c(N2C(=O)c3ccccc3S2(=O)=O)c1F";"IC50";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL969702";"Inhibition of human cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139421";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";""
"CHEMBL459683";"";"0";"343.2";"0";"2.35";"19";"Brc1cccc(n1)N2C(=O)C3=C(CCCC3)S2(=O)=O";"IC50";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL969702";"Inhibition of human cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139421";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";""
"CHEMBL477625";"";"0";"444.54";"0";"1.38";"10c";"CNC(=O)c1c(NCC2OCC3(CCC3)CO2)nc(nc1OCC4CCN(C)CC4)C#N";"IC50";"'>'";"1000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL988835";"Inhibition of human recombinant cathepsin L by fluorometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144211";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";""
"CHEMBL1288526";"";"0";"664.74";"2";"6.19";"13";"CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)C3(CC3)C(=O)N4CCOCC4)C(F)(F)F)C(=O)N[C@@H](Cc5ccccc5)C#N";"IC50";"'='";"1084";"nM";"5.96";"";"";"UO_0000065";"8.97";"0.17";"-0.23";"6.31";"False";"CHEMBL1290879";"Inhibition of human Cat L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1287737";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL1288528";"";"0";"588.65";"2";"7.37";"15";"CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)c3ccncc3)C(F)(F)F)C(=O)N[C@@H](Cc4ccccc4)C#N";"IC50";"'='";"436";"nM";"6.36";"";"";"UO_0000065";"10.81";"0.2";"-1.01";"8.17";"False";"CHEMBL1290879";"Inhibition of human Cat L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1287737";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL551805";"";"0";"376.24";"0";"2.97";"10";"Clc1cccc(C[C@H](NC(=O)c2cccc(Cl)c2)C(=O)NCC#N)c1";"IC50";"'='";"79.43";"nM";"7.1";"";"";"UO_0000065";"18.87";"0.39";"4.13";"8.66";"False";"CHEMBL1058861";"Inhibition of cathepsin L";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152364";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL563522";"";"0";"360.8";"0";"1.93";"20";"Cc1oc(C)c(n1)C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N";"IC50";"'='";"630.96";"nM";"6.2";"";"";"UO_0000065";"17.18";"0.34";"4.27";"5.74";"False";"CHEMBL1058861";"Inhibition of cathepsin L";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152364";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL493473";"";"0";"374.49";"0";"4.87";"11a";"COc1ccc(Cc2cc3cnc(nc3n2CCC4CCCCC4)C#N)cc1";"IC50";"'>'";"1000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1009450";"Inhibition of human recombinant cathepsin L by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155066";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";""
"CHEMBL557920";"";"0";"347.85";"0";"2.59";"4";"Clc1cccc(C[C@H](NC(=O)C2CCCCC2)C(=O)NCC#N)c1";"IC50";"'='";"1258.93";"nM";"5.9";"";"";"UO_0000065";"16.96";"0.34";"3.31";"7.2";"False";"CHEMBL1058861";"Inhibition of cathepsin L";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152364";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL2163581";"";"0";"468.58";"0";"2.43";"27";"CS(=O)(=O)c1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL2168709";"Inhibition of human recombinant CatL assessed as suppression of enzyme-mediated Z-Phe-Arg-AMC cleavage by QFRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163205";"1";"Scientific Literature";"J. Med. Chem.";"2012";""
"CHEMBL1289440";"";"0";"589.66";"2";"5.71";"4";"CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@@H](Cc3ccccc3)C#N";"IC50";"'='";"966";"nM";"6.01";"";"";"UO_0000065";"10.2";"0.2";"0.31";"6.07";"False";"CHEMBL1290879";"Inhibition of human Cat L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1287737";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
